filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_p_mean,co2_mean,co2_mean,h2o_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean,ch4_tc_1_mean,ch4_tc_2_mean,ch4_tc_3_mean,T. aire
2018-06-29T163000_AIU-0962.ghg,06/29/2018,16:50:00,180.701,1,6000,6000,0.36,0,190.75,0,24.99,0,32.74,0,0.57,0,1.69,0,-3.3899783708,3.086498884,-8.00E-02,7.08E-02,-6.92E-03,5.97E-11,2.52E-12,3.32E-13,13.4954301386,357.9428324616,363.4424947946,0.2,0,570.5232947208,15.1321389537,15.3646388031,0.2,0,7.49E-02,1.9331872617,1.9628899858,-0.1,0,308.7340458883,307.7646727473,98129.4526785117,1.1044499954,1014.2400959965,2.61E-02,3.72E-02,1.05E-02,1485.306824376,5488.9201964177,9.47E-03,27.0600914429,4003.6133720417,286.0438545496,-3.7799860861,-6.6654595792,0.5844340384,7.6849339202,-2.35E-14,4.42E-15,7.6849339202,11.8317314857,259.5575979161,240.4424020839,4.3615164136,-9999,0.57,1.9271707395,-83.7220317275,-3.25E-02,7.6342079345,0.2986822321,0,26.241602218,-3.9822643773,9.0078928644,22.4309268889,34.208578812,47.98,71.88,0.3529737561,1.0170481336,187.7285907254,1.0288428388,21.4913863729,1.1626171839,28.1641065971,1.1626171839,0.4932144471,1.1626171839,1.3762747913,1.1983677568,800000009,800000009,800000009,800000009,800001019,800001019,899999999,899999999,89999,89999,89,89,4,3,0,1,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,1.9093564992,1.5729115711,0.3720734087,0.3643676706,7.195994407,3.89E-03,2.60E-05,0.167588258,0.7456743677,1.31E-02,1.38E-03,98598.9082675781,357.916432509,363.415587808,15.1313172139,15.3638023316,12.6354252593,97.648874705,98.1055651169,97.1921933111,0.913373789,2.99E-04,1.9204715244,66.3979390411,-999.9000244141,-4.06E-07,1.27E-05,-1.56E-05,9999.990234375,9999.990234375,9999.990234375,34.6146727473
2018-06-29T163000_AIU-0962.ghg,06/29/2018,17:00:00,180.708,1,6000,6000,0.35,0,183.45,0,66.46,1,45.30,0,1.53,1,2.37,0,1.502700553,-5.7142118998,0.4536704644,-0.131156914,2.47E-02,5.98E-12,2.46E-13,3.43E-14,13.5441019594,359.2653459614,364.6437678867,0.2,0,556.0591092226,14.749798019,14.9706115151,0.2,0,7.76E-02,2.003712781,2.0337095866,-0.1,0,308.9628225403,307.9138222656,98119.7791048177,1.1039666908,1014.0330538614,2.61E-02,9.88E-02,1.02E-02,1447.6351321366,5534.4702209132,9.23E-03,26.1567065022,4086.8350887766,285.6519219662,-3.0173078378,-6.0580014956,0.5594544695,6.7909143723,-1.09E-14,4.42E-16,6.7909143723,12.5897912554,256.4765108881,243.5234891119,4.7255417755,-9999,0.56,1.9386593576,-83.6185203815,-3.25E-02,2.7603424244,0.2913068066,0,25.1577284291,-3.8177823482,8.6358340668,21.5044478761,32.7956398602,46.00,68.91,0.343604297,1.0167555468,183.2979176049,1.0270674446,57.797751665,1.1498584799,39.3936810919,1.1498584799,1.3266177172,1.1498584799,1.9608480918,1.1883313176,800000009,800000009,800000009,800000009,800000009,800001019,899999999,899999999,89999,89999,89,89,4,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,2.3702707249,1.1045096588,0.4025383314,0.4842589924,12.7222179904,8.08E-02,4.93E-05,0.163737988,1.043192412,3.51E-02,1.96E-03,98587.3379166666,359.2467368222,364.6252707303,14.748906815,14.9697792094,12.2422188137,97.637055219,98.0947339236,97.1793862623,0.9153483925,2.99E-04,1.9910805009,65.0933356775,-999.9000244141,8.47E-07,1.54E-05,-1.30E-05,9999.990234375,9999.990234375,9999.990234375,34.7638222656
2018-06-29T170000_AIU-0962.ghg,06/29/2018,17:10:00,180.715,1,6000,6000,0.40,0,165.62,0,19.11,2,40.78,0,0.44,2,2.24,0,-2.8196471401,-9.2810125061,-0.1231188023,-0.2129664377,-6.49E-03,-1.46E-11,-5.75E-13,-8.31E-14,13.5438086512,358.906737696,364.0505869887,0.2,0,533.1945458638,14.1294904514,14.331994227,0.2,0,7.70E-02,1.9851985154,2.013650369,-0.1,0,308.544653333,307.634162974,98112.7919394531,1.1051521953,1013.6800733003,2.61E-02,2.84E-02,9.77E-03,1386.6556128133,5449.329613755,8.84E-03,25.446352324,4062.6740009417,284.998054708,-3.7141120883,-5.8397504887,0.5128431924,6.939763866,1.25E-14,-1.08E-15,6.939763866,12.3745178354,262.4565753534,237.5434246466,4.2379771939,-9999,0.60,2.3773681645,-111.2101766592,-2.45E-02,8.6645997058,0.2472412179,0,27.2039826294,-4.1283093176,9.3382469171,23.2535551899,35.4631388757,49.74,74.52,0.3886056509,1.0167875434,163.0356523664,1.0273542124,16.5928120589,1.1519509719,35.3998837553,1.1519509719,0.3807463974,1.1519509719,1.859668754,1.1900059106,800000009,800000009,800000009,800000009,800000009,800001119,899999999,899999999,89999,89999,89,89,4,2,1,2,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,2.6778097381,1.7028998501,0.3740267407,0.4511648819,10.1439175589,9.43E-02,4.15E-05,0.1455323645,0.9360576094,1.01E-02,1.86E-03,98580.346579427,358.8927110225,364.0378692642,14.1287523,14.3313333922,11.589955983,97.6378756663,98.0985892436,97.1771615588,0.9214333055,2.98E-04,1.9730577708,64.0900955076,-999.9000244141,1.52E-06,1.60E-05,-1.02E-05,9999.990234375,9999.990234375,9999.990234375,34.484162974
2018-06-29T170000_AIU-0962.ghg,06/29/2018,17:20:00,180.722,1,6000,6000,0.36,0,168.36,0,46.16,0,38.71,0,1.06,0,2.05,0,-1.6114538184,-16.4415879468,3.61E-02,-0.37721727,-9.97E-04,1.74E-11,6.32E-13,9.90E-14,13.5519198327,359.011748558,363.7518890186,0.2,0,491.9014655965,13.0312463077,13.2033017853,0.2,0,7.70E-02,1.9823540366,2.0085276552,-0.1,0,308.2354036585,307.4743746643,98104.4219830729,1.1060938036,1013.0675215321,2.61E-02,6.86E-02,9.01E-03,1278.7658101381,5401.1945047244,8.15E-03,23.6756111823,4122.4286945864,283.7765097188,-3.7535384958,-6.1193156057,0.5380060263,7.1989252813,1.32E-14,1.29E-15,7.1989252813,12.4736760712,261.5246146612,238.4753853388,4.2859510603,-9999,0.57,2.1074253304,-93.8433763937,-2.90E-02,3.6475778743,0.2644327833,0,24.9376869444,-3.784390204,8.5603009456,21.3163597245,32.5087935614,45.59,68.31,0.3511692077,1.0168603766,167.1201042806,1.0278627243,39.9395105572,1.1556630649,33.4955582836,1.1556630649,0.9163271325,1.1556630649,1.6967703608,1.1929194861,800000009,800000009,800000009,800000009,800000009,800001019,899999999,899999999,89999,89999,89,89,3,2,1,2,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,2.3988152127,1.3962648575,0.4197705907,0.446697628,8.9616285369,0.1764738951,3.43E-05,0.1491414449,0.8843327708,2.42E-02,1.70E-03,98573.005172526,358.9962940248,363.7362935091,13.0304210413,13.2026340946,10.3669837344,97.6386815605,98.1016770884,97.1756974093,0.9259759427,2.98E-04,1.9714727069,62.8042338333,-999.73337441,7.98E-07,1.59E-05,-1.28E-05,9999.990234375,9999.990234375,9999.990234375,34.3243746643
2018-06-29T170000_AIU-0962.ghg,06/29/2018,17:30:00,180.729,1,6000,6000,0.34,0,107.99,0,30.51,0,26.34,0,0.70,0,1.53,0,1.6169436179,-11.9377766068,-0.1588172065,-0.273929961,-5.63E-03,4.38E-12,1.49E-13,2.47E-14,13.5541687174,358.5490972355,362.9896436897,0.2,0,462.4517605315,12.2332593544,12.3847654016,0.2,0,7.63E-02,1.9662870386,1.9906390422,-0.1,0,307.8277493134,307.6348194834,98099.3701438802,1.1057952159,1012.6327346046,2.61E-02,4.54E-02,8.46E-03,1200.3969449024,5449.5281470357,7.65E-03,22.0275391284,4249.1312021332,282.8309218166,-4.1636154825,-6.4575700057,0.5084501782,7.7002873873,-1.80E-14,3.23E-16,7.7002873873,12.3599208844,262.812508635,237.187491365,3.7859963652,-9999,0.56,1.909481997,-136.9808995552,-1.99E-02,3.5394630815,0.1734887366,0,25.0292922485,-3.7982916623,8.5917460822,21.3946625607,32.6282103272,45.76,68.56,0.3359660955,1.0170550637,107.1011357355,1.028874282,26.2390139449,1.1627749374,22.6491237402,1.1627749374,0.6020930281,1.1627749374,1.265207874,1.1985379672,800000009,800000009,800000009,800000009,800000009,800001019,899999999,899999999,89999,89999,89,89,3,1,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,1.9947914444,1.426055822,0.3981167277,0.176215872,5.881410458,2.02E-02,2.67E-05,9.56E-02,0.597830047,1.59E-02,1.27E-03,98568.7876445312,358.5110628129,362.9528644045,12.2327334185,12.3842512851,9.4289113678,97.6277688948,98.0950554288,97.160486351,0.9345673386,2.97E-04,1.9545946267,61.4440058121,-999.9000244141,3.49E-06,1.60E-05,-1.33E-05,9999.990234375,9999.990234375,9999.990234375,34.4848194834
2018-06-29T173000_AIU-0962.ghg,06/29/2018,17:40:00,180.735,1,6000,6000,0.32,0,112.26,0,23.16,0,42.68,0,0.53,0,2.32,0,4.3366654596,-5.6374078023,0.4939604265,-0.1294133178,2.71E-02,-5.41E-12,-1.78E-13,-3.15E-14,13.6121628966,359.9899470198,364.3091118013,0.2,0,448.2976934154,11.8557692945,11.9980149923,0.2,0,7.92E-02,2.0437811104,2.0683024268,-0.1,0,308.0862415695,308.0657206217,98107.862048177,1.104502461,1012.4395037641,2.61E-02,3.45E-02,8.18E-03,1163.4561795377,5581.1960546341,7.41E-03,20.8460008957,4417.7398750964,282.3661946531,-2.2869132536,-6.0201592957,0.5472129214,6.4631054576,-1.63E-14,-3.97E-16,6.4631054576,10.6222038633,250.800576067,249.199423933,4.8568867713,-9999,0.54,1.8496015655,-117.7217210028,-2.31E-02,4.8467003139,0.1875110532,0,26.4566935133,-4.0149053112,9.0817267457,22.614783693,34.4889720389,48.37,72.47,0.3113784341,1.016713082,111.1176478973,1.026451666,20.2304087195,1.144911576,37.2743544753,1.144911576,0.4644127947,1.144911576,1.9539492335,1.1846431197,800000009,800000009,800000009,800000009,800000009,800001019,899999999,899999999,89999,89999,89,89,3,2,1,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,1.8657822458,1.511945315,0.3214755703,0.24190732,15.2456747266,3.30E-02,5.91E-05,9.94E-02,0.984783523,1.23E-02,1.95E-03,98573.0142018229,359.9666738151,364.2855597328,11.8551029957,11.9973677926,8.9635379736,97.6098076363,98.0785150833,97.1411109575,0.9374071238,2.99E-04,2.0339987621,59.9256182865,-999.9000244141,4.46E-06,1.84E-05,-1.25E-05,9999.990234375,9999.990234375,9999.990234375,34.9157206217
2018-06-29T173000_AIU-0962.ghg,06/29/2018,17:50:00,180.742,1,6000,6000,0.27,0,83.64,0,57.67,1,34.27,0,1.32,1,1.87,0,-2.8481311878,-3.839657131,-0.2984226842,-8.81E-02,-1.61E-02,3.21E-11,1.04E-12,1.83E-13,13.5874868185,359.120329874,363.3346430773,0.2,0,438.8530736997,11.5989853531,11.7351006133,0.2,0,7.75E-02,1.9978727735,2.0213180115,-0.1,0,307.6403050995,307.7829893494,98114.9838385416,1.1057051488,1012.2884938125,2.61E-02,8.58E-02,8.01E-03,1138.3395261089,5494.4964988768,7.25E-03,20.7178132945,4356.1569727678,282.0427338491,-3.1443972004,-5.8517435499,0.4738754523,6.659932002,-1.96E-14,2.36E-15,6.659932002,10.2000572121,258.2510786457,241.7489213543,4.0802257055,-9999,0.49,1.5004061669,-123.4596037915,-2.20E-02,1.4504397356,0.1515444189,0,24.802976367,-3.7639473542,8.5140591636,21.2012111491,32.3331847184,45.35,67.94,0.2644487184,1.0167337685,85.07469687,1.0268186512,50.2445032081,1.1477571976,29.8624321628,1.1477571976,1.1531019604,1.1477571976,1.5727003452,1.1868575903,800000009,800000009,800000009,800000009,800000009,800001019,899999999,899999999,89999,89999,89,89,2,3,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,1.5657928676,1.1145279623,0.3204915039,0.1668775525,10.1251317697,4.47E-02,4.15E-05,7.60E-02,0.7879753969,3.04E-02,1.57E-03,98580.5882955729,359.1033212166,363.3175054196,11.5982480547,11.7343936933,8.6404789821,97.6180543442,98.0884099808,97.1477008864,0.940708316,2.97E-04,1.9879167888,58.4570027876,-999.9000244141,4.80E-06,1.79E-05,-1.14E-05,9999.990234375,9999.990234375,9999.990234375,34.6329893494
2018-06-29T173000_AIU-0962.ghg,06/29/2018,18:00:00,180.749,1,6000,6000,0.27,0,54.42,0,52.85,0,35.92,0,1.21,0,1.96,0,-12.6793737819,-11.4798432578,0.171961397,-0.2631369196,5.12E-03,1.89E-11,5.70E-13,1.09E-13,13.6316332365,359.6193705918,363.5586553712,0.2,0,410.7217536917,10.8353486327,10.9540394693,0.2,0,7.86E-02,2.0124415742,2.0344859386,-0.1,0,307.2672574412,306.5292915649,98119.1887740885,1.110597047,1011.8262043817,2.60E-02,7.85E-02,7.52E-03,1063.4407981693,5123.9617906414,6.77E-03,20.7542687011,4060.5209924721,281.0393479123,-3.5120529652,-5.7730879138,0.4567354417,6.7728625672,-7.97E-15,1.39E-15,6.7728625672,10.9625313773,261.3142035528,238.6857964472,3.8667384866,-9999,0.50,1.6958372658,-194.3456405666,-1.40E-02,1.0296816955,9.74E-02,0,23.8657987051,-3.6217270283,8.1923563993,20.4001257793,31.1114789841,43.63,65.37,0.2699040655,1.0167521394,56.1941968492,1.0270329525,45.9833005881,1.1493809601,31.2473859998,1.1493809601,1.0540130034,1.1493809601,1.6560238204,1.1881281599,800000009,800000009,800000009,800000009,800000009,800001119,899999999,899999999,89999,89999,89,89,4,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,1.8080834366,1.2250039548,0.3585871402,0.1115357073,10.7433543992,0.2443072499,4.44E-05,5.00E-02,0.8204921551,2.77E-02,1.66E-03,98585.1741328125,359.598113917,363.537863754,10.8345119223,10.9534288949,7.6284345895,97.6360195249,98.1107052193,97.1613338877,0.9493720316,2.98E-04,2.0031896593,56.882773325,-999.9000244141,5.25E-06,2.04E-05,-9.63E-06,9999.990234375,9999.990234375,9999.990234375,33.3792915649
2018-06-29T180000_AIU-0962.ghg,06/29/2018,18:10:00,180.756,1,6000,6000,0.38,0,46.48,0,39.60,1,42.15,0,0.91,1,2.45,0,-3.1592392218,-5.7720187259,-3.07E-02,-0.1322637745,2.20E-03,2.26E-11,6.56E-13,1.30E-13,13.6557959936,359.5304624149,363.3279426515,0.2,0,396.9886126458,10.4519355404,10.5623323573,0.2,0,7.89E-02,2.0186891507,2.0400112164,-0.1,0,306.9657965088,306.2172372233,98127.4679414062,1.1119844755,1011.605192028,2.59E-02,5.88E-02,7.26E-03,1025.8970819019,5035.1755272887,6.53E-03,20.3746041492,4009.2784453867,280.5127154512,-3.3647940784,-5.4705086592,0.4745560331,6.4399928268,-1.48E-14,1.65E-15,6.4399928268,10.4871668378,261.5947928154,238.4052071846,4.2258937467,-9999,0.59,1.7050231872,-377.3286417783,-7.21E-03,1.173611291,7.02E-02,0,28.0424733539,-4.25555352,9.6260736493,23.9702844499,36.5561962201,51.27,76.81,0.3786093487,1.0167116167,47.7032673015,1.0264091471,34.5903714918,1.1449084194,36.8157457397,1.1449084194,0.7926261701,1.1449084194,2.0851065497,1.1843834372,800000009,800000009,800000009,800000009,800000009,800001119,899999999,899999999,89999,89999,89,89,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,2.028194507,1.0461789968,0.3356728706,3.29E-02,12.2991710452,6.28E-02,5.83E-05,4.24E-02,0.9652659803,2.08E-02,2.09E-03,98591.7280410156,359.5065404823,363.3038943559,10.4512873513,10.5617359441,7.1127269267,97.6079221293,98.0873712247,97.1284779803,0.9588955847,2.96E-04,2.0100031352,55.2146506681,-999.9000244141,6.65E-06,2.32E-05,-9.89E-06,9999.990234375,9999.990234375,9999.990234375,33.0672372233
2018-06-29T180000_AIU-0962.ghg,06/29/2018,18:20:00,180.763,1,6000,6000,0.24,0,34.32,0,31.25,0,30.49,0,0.72,0,1.70,0,4.1803940031,-12.4372200151,-0.1010791336,-0.2851098906,-4.09E-03,-2.15E-11,-5.76E-13,-1.23E-13,13.6476779381,359.2370597836,362.7280804834,0.2,0,365.6359404329,9.6243464117,9.7178746033,0.2,0,7.84E-02,2.0070490565,2.0265533075,-0.1,0,307.0257805532,306.6307547709,98129.6394628906,1.110858342,1011.1651248485,2.60E-02,4.64E-02,6.68E-03,944.6869777769,5153.1213246455,6.01E-03,18.3323255608,4208.4343468686,279.3127474724,-3.175992773,-5.2830503466,0.4611502242,6.1814408182,-6.79E-16,-1.58E-15,6.1814408182,10.3705729928,261.0128741102,238.9871258898,4.2783766068,-9999,0.47,1.404528897,-258.4886910119,-1.05E-02,1.098441289,6.52E-02,0,24.5890796288,-3.7314876989,8.4406353351,21.0183754344,32.0543487172,44.96,67.35,0.2401592417,1.0167107336,35.3559327915,1.0259426788,27.3835599402,1.1411362371,26.715653174,1.1411362371,0.6277386561,1.1411362371,1.4450415786,1.1814782978,800000009,800000009,800000009,800000009,800000009,800001019,899999999,899999999,89999,89999,89,89,1,1,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,1.5238057432,0.9892130122,0.2960390386,3.08E-02,8.5822676265,3.07E-02,3.92E-05,3.15E-02,0.7007974329,1.65E-02,1.45E-03,98593.510391927,359.2130281093,362.7038561626,9.623797192,9.7173478633,5.9166794026,97.5798448881,98.0609502068,97.0987416611,0.9622101589,2.98E-04,1.9979293566,53.4352118899,-999.9000244141,8.41E-06,2.55E-05,-9.49E-06,9999.990234375,9999.990234375,9999.990234375,33.4807547709
2018-06-29T180000_AIU-0962.ghg,06/29/2018,18:30:00,180.77,1,6000,6000,0.24,0,39.70,0,36.05,0,39.46,0,0.83,0,2.22,0,1.83421563,-7.1742081159,0.5497532884,-0.1644902396,3.04E-02,-9.93E-12,-2.52E-13,-5.92E-14,13.7042835523,360.8336447144,364.1645252244,0.2,0,347.3847323014,9.1466364218,9.2310696598,0.2,0,8.17E-02,2.0936091228,2.1129353745,-0.1,0,307.0485797475,306.8122978999,98137.6282923177,1.1104927128,1010.9096704265,2.60E-02,5.36E-02,6.34E-03,897.8699848239,5205.654305105,5.71E-03,17.2479756088,4307.7843202811,278.5789278354,-2.8350850947,-4.9751522929,0.4798994483,5.7463163255,9.20E-15,-7.25E-16,5.7463163255,11.303137659,259.6766056692,240.3233943308,4.7905953708,-9999,0.47,1.3892291847,-222.5373665901,-1.22E-02,1.1013278769,7.55E-02,0,26.364078473,-4.0008506215,9.0499349994,22.5356177496,34.3682389802,48.20,72.22,0.2393802934,1.0167802883,40.9199636702,1.0252011983,31.7659318454,1.1347534646,34.7706761244,1.1347534646,0.7283292674,1.1347534646,1.8978672738,1.1766116997,800000009,800000009,800000009,800000009,800000009,800001019,899999999,899999999,89999,89999,89,89,2,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,1.5163398878,1.0141280366,0.2479904451,3.05E-02,18.9026457407,1.59E-02,8.43E-05,3.65E-02,0.912120147,1.91E-02,1.90E-03,98600.2152174479,360.808000003,364.1390848061,9.1462411409,9.2306850267,5.1852265622,97.5779487877,98.0591183688,97.0967794946,0.9623303921,2.97E-04,2.0852890955,51.5607491798,-999.9000244141,7.34E-06,2.42E-05,-6.67E-06,9999.990234375,9999.990234375,9999.990234375,33.6622978999
2018-06-29T183000_AIU-0962.ghg,06/29/2018,18:40:00,180.777,1,6000,6000,0.24,0,30.90,0,31.24,0,38.98,0,0.72,0,2.13,0,-4.208126587,1.3530737263,-0.3167767134,3.10E-02,-2.08E-02,-9.60E-12,-2.46E-13,-5.58E-14,13.6732963585,359.9149432168,363.2703156753,0.2,0,350.9006499604,9.2365720887,9.3226817104,0.2,0,7.95E-02,2.0344546344,2.0534212074,-0.1,0,306.9292091929,306.3963730135,98140.7627802381,1.1119977453,1010.944870126,2.60E-02,4.64E-02,6.41E-03,906.7273850598,5085.9789219478,5.77E-03,17.8279815739,4179.251536888,278.7203118431,-2.3481565906,-5.1127214429,0.4276278168,5.6423953669,1.78E-15,-7.02E-16,5.6423953669,8.886008441,254.6682419743,245.3317580257,4.3465201766,-9999,0.46,1.0885879494,-276.6041226338,-9.83E-03,0.9889330114,5.94E-02,0,26.6614536174,-4.045978447,9.1520142634,22.7898095503,34.7558975148,48.75,73.03,0.2344491072,1.016811928,32.0383665201,1.025033608,27.5721192605,1.133118918,34.3965336617,1.133118918,0.6319161732,1.133118918,1.8306622145,1.1754541005,800000009,800000009,800000009,800000009,800000019,800001019,899999999,899999999,89999,89999,89,89,1,2,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,16,6000,6000,6000,6000,100,1.3274117762,0.6139105899,0.2358535327,2.65E-02,15.943802114,5.43E-03,6.44E-05,2.85E-02,0.9011353121,1.66E-02,1.83E-03,98603.4044980468,359.8891095514,363.2443840533,9.2360537627,9.322161278,5.3269399085,97.5817486032,98.0637269739,97.0997750041,0.9639503419,2.97E-04,2.0284142596,50.468315333,-999.9000244141,8.90E-06,2.44E-05,-5.99E-06,9999.990234375,9999.990234375,9999.990234375,33.2463730135
2018-06-29T183000_AIU-0962.ghg,06/29/2018,18:50:00,180.784,1,6000,6000,0.14,0,13.24,0,31.38,0,35.40,0,0.72,0,1.90,0,-2.8214876474,0.2114938292,0.2501298911,4.85E-03,1.35E-02,-1.03E-11,-2.65E-13,-6.12E-14,13.7099742986,360.6396289068,364.0069155103,0.2,0,351.6686393645,9.2506116231,9.3369844399,0.2,0,8.11E-02,2.0726721909,2.0920246989,-0.1,0,306.8976321615,306.117780014,98150.258656901,1.1131115194,1010.943227967,2.59E-02,4.66E-02,6.43E-03,908.1934714966,5007.1597255664,5.78E-03,18.137896957,4098.9662540697,278.7435961322,-2.2423933578,-4.25958365,0.3527598673,4.8266779845,-6.76E-15,-7.54E-16,4.8266779845,8.0603922208,257.7638830717,242.2361169283,4.1912239414,-9999,0.35,0.844134713,-289.0881580508,-9.41E-03,0.4219271891,3.32E-02,0,24.0114352695,-3.6438279389,8.2423487191,20.5246137242,31.3013309547,43.90,65.77,0.1373111265,1.0173148233,14.8045428947,1.0238848203,27.9920736758,1.1211169864,31.5737307802,1.1211169864,0.6413660764,1.1211169864,1.6432517546,1.1665262452,800000009,800000009,800000009,800000009,800000009,800001019,899999999,899999999,89999,89999,89,89,2,0,0,4,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,0.9717316338,0.5371702896,0.1793675026,8.96E-03,23.2945715918,1.48E-02,9.12E-05,1.32E-02,0.8263619337,1.68E-02,1.64E-03,98611.0426640624,360.630516706,363.9980541355,9.2500559168,9.3364354659,5.3496128853,97.5783282407,98.06178582,97.0948779157,0.9669103259,2.96E-04,2.0647821479,47.8282031501,-999.9000244141,1.19E-05,3.04E-05,-4.15E-06,9999.990234375,9999.990234375,9999.990234375,32.967780014
