filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,air_p_mean,co2_mean,co2_mean,h2o_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean,ch4_tc_1_mean,ch4_tc_2_mean,ch4_tc_3_mean,T. aire
2018-06-30T133000_AIU-0962.ghg,06/30/2018,14:00:00,181.583,1,6000,6000,0.08,0,258.38,0,39.59,0,23.12,0,0.91,0,0.96,0,6.55E-02,-5.7534289795,-0.4877042253,-0.1324484178,-2.74E-02,1.08E-11,4.81E-13,6.30E-14,13.3218058033,357.9056409216,363.7024372812,0.2,0,593.2481433786,15.9382939608,16.1964375435,0.2,0,7.77E-02,2.0331617094,2.066091686,-0.1,0,310.6515315628,310.9281867778,98327.2684205729,1.0950807881,1014.7963834414,2.63E-02,5.91E-02,1.09E-02,1567.589284917,6527.9210763473,9.98E-03,24.0136065768,4960.3317914303,286.8703853415,-1.7771001447,-1.9030157566,0.1957796315,2.6111077263,-7.48E-15,8.11E-16,2.6111077263,6.7691097318,273.0403824064,226.9596175936,4.3000461788,-9999,0.28,1.3931572135,-6.9949250245,-0.3888533459,6.5268037901,0.8435899317,0,18.364772762,-2.7869251184,6.304032206,15.6979315414,23.9403360806,33.58,50.30,8.13E-02,1.023504202,256.0261622118,1.0240949403,36.2943972632,1.0907426669,21.1958473624,1.0907426669,0.8355253032,1.0907426669,0.7647192516,1.1466349579,800000009,800000009,800000009,800000009,800000019,800001119,899999999,899999999,89999,89999,89,89,0,3,0,15,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,1.5389179962,1.0351625489,0.212233882,1.1535217915,12.9129153822,2.52E-02,3.49E-05,0.2303876928,0.5662738128,2.23E-02,7.65E-04,98793.3265078124,357.8949745537,363.6918404819,15.9372684392,16.1954108469,13.3971044518,97.2820698115,97.7190458577,96.8450943858,0.8739526619,3.02E-04,2.0199558267,18.0404595888,-567.1099638468,0,0,0,9999.990234375,9999.990234375,9999.990234375,37.7781867778
2018-06-30T140000_AIU-0962.ghg,06/30/2018,14:10:00,181.59,1,6000,6000,0.31,0,441.54,0,83.75,0,64.73,0,1.93,0,2.88,0,1.4303256953,-9.9519704843,0.9749328813,-0.2291343524,4.09E-02,-6.09E-11,-2.58E-12,-3.73E-13,13.4132161772,360.7710554737,366.3635390993,0.2,0,567.5363889327,15.2648476957,15.5014753561,0.2,0,8.21E-02,2.1508426252,2.1841838591,-0.1,0,311.1595854645,311.0712913284,98318.2574635266,1.0947570981,1014.4279746107,2.63E-02,0.1249582478,1.05E-02,1501.2158031469,6578.6902991624,9.55E-03,22.819371864,5077.4744960155,286.2067489122,-0.5601945151,-3.1641016276,0.4265096857,3.2414915574,-4.62E-14,-4.54E-15,3.2414915574,6.7483719582,240.0400019109,259.9599980891,7.5608010716,-9999,0.54,1.866579404,-29.9792176625,-9.07E-02,5.2717978132,0.742762842,0,27.6563771705,-4.1969619346,9.4935393236,23.6402552394,36.0528808505,50.56,75.76,0.3073634642,1.0205218258,438.7631602513,1.0231838928,76.2523700932,1.0983871627,58.9297899086,1.0983871627,1.7556359783,1.0983871627,2.3757470229,1.1510739426,800000009,800000009,800000009,800000009,800000019,800001019,899999999,899999999,89999,89999,89,89,0,0,0,3,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,16,6000,6000,6000,6000,100,2.0312844782,1.4142436659,0.2876306639,1.5937407598,32.9260989744,0.1613248014,8.34E-05,0.395085571,1.5741750937,4.69E-02,2.38E-03,98784.1896015624,360.7577039942,366.3510270025,15.2645834964,15.5013694256,12.7313970172,97.259361112,97.6949757207,96.8237396774,0.8712439247,3.03E-04,2.1369950563,18.0918058731,-447.7885609334,0,0,0,9999.990234375,9999.990234375,9999.990234375,37.9212913284
2018-06-30T140000_AIU-0962.ghg,06/30/2018,14:20:00,181.597,1,6000,6000,0.21,0,417.85,0,92.32,0,67.72,0,2.13,0,2.96,0,6.0257697323,-7.6929263586,0.3085556879,-0.1772273719,1.27E-02,-7.64E-11,-3.11E-12,-4.74E-13,13.4257712328,361.6798636631,367.0918432532,0.2,0,547.2633038136,14.7428489343,14.9634528593,0.2,0,8.33E-02,2.1875705488,2.2203041576,-0.1,0,311.3138711929,311.6754976154,98299.4235733411,1.0926424021,1014.1605948378,2.64E-02,0.1378157143,1.01E-02,1449.602288262,6796.8273597099,9.22E-03,21.3276314307,5347.2250714479,285.6726088484,-1.5829778539,-1.7340883859,0.3635913628,2.3759377296,-7.42E-15,-5.69E-15,2.3759377296,6.8738798669,272.3916668442,227.6083331558,8.8025998839,-9999,0.44,2.4528700277,-17.4594059319,-0.1557899513,4.5262661231,0.859165433,0,23.2792158572,-3.5327108181,7.9910014894,19.8987235834,30.3468089988,42.56,63.77,0.2053216986,1.0251070965,415.377726948,1.0247740361,84.8444447338,1.0880806836,62.2371653449,1.0880806836,1.9546213308,1.0880806836,2.4680155858,1.1454813891,800000009,800000009,800000009,800000009,800000019,800101019,899999999,899999999,89999,89999,89,89,1,2,0,2,9,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,1.4521213551,3.1561290869,0.2974896133,1.418916998,48.6300504018,9.88E-02,1.08E-04,0.3748507838,1.6651894937,5.23E-02,2.47E-03,98765.6249843749,361.6350473936,367.0474196024,14.7421013785,14.9627869124,12.1990320644,97.290809302,97.7244118398,96.857206267,0.8672121323,3.05E-04,2.1738557368,16.9911477482,-453.4546610718,0,0,0,9999.990234375,9999.990234375,9999.990234375,38.5254976154
2018-06-30T140000_AIU-0962.ghg,06/30/2018,14:30:00,181.604,1,6000,6000,0.10,0,319.04,0,86.88,0,51.32,0,2.00,0,2.30,0,-10.0788082622,-2.6689359553,-0.7028086218,-6.14E-02,-3.39E-02,-2.21E-11,-8.96E-13,-1.32E-13,13.3666234434,359.6162529287,364.9305504031,0.2,0,541.2750898668,14.5624899546,14.7776899155,0.2,0,8.00E-02,2.0899916502,2.1208768988,-0.1,0,310.8193259506,310.6679574687,98286.2463574218,1.0961142182,1014.0246267873,2.63E-02,0.1295666605,9.99E-03,1431.6764043097,6436.4673910002,9.11E-03,22.243201392,5004.7909866905,285.4831774717,-0.3437582034,-3.6060540798,0.3376463512,3.6381040099,5.37E-14,-1.66E-15,3.6381040099,8.7514204071,235.445441258,264.554558742,5.325188903,-9999,0.31,2.2278374103,-7.8281724966,-0.3474629617,3.6722539569,0.9348356172,0,17.7689218035,-2.6965024366,6.0994958537,15.188607104,23.1635841772,32.49,48.67,0.1013816168,1.0192989199,318.5720490717,1.0230660307,78.7115042577,1.1037510443,46.5000458826,1.1037510443,1.8115366795,1.1037510443,1.9103130883,1.1545352836,800000009,800000009,800000009,800000009,800001019,800011019,899999999,899999999,89999,89999,89,89,3,0,0,8,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,1.7864981443,2.3831418509,0.2860348253,1.1175688725,30.6735393214,7.25E-02,8.17E-05,0.2866179301,1.24005157,4.83E-02,1.91E-03,98752.7612708333,359.5666444148,364.8806388883,14.5615271415,14.7767758869,12.0104470418,97.2618010394,97.698138209,96.8254747963,0.8726652558,3.03E-04,2.0775136276,17.2350818865,-424.4575603638,0,0,0,9999.990234375,9999.990234375,9999.990234375,37.5179574687
2018-06-30T143000_AIU-0962.ghg,06/30/2018,14:40:00,181.611,1,6000,6000,0.93,1,332.59,1,219.20,1,112.84,1,5.05,1,5.74,1,6.3271554947,-0.325118432,0.6969338521,-7.49E-03,4.47E-02,-8.84E-12,-3.55E-13,-5.57E-14,13.441023825,361.6671026178,367.003501422,0.1,0,540.3826720267,14.5404574712,14.7550019496,0.1,0,8.47E-02,2.2189011791,2.2516410703,-0.2,0,310.8172680439,311.3018346781,98271.230440938,1.0937243367,1014.0350932763,2.63E-02,0.3271120502,9.95E-03,1429.2919364918,6661.1983708937,9.10E-03,21.4569790135,5231.9064344019,285.4578226033,-0.6058053085,-1.0231390153,0.195583236,1.2050171445,5.76E-14,-6.58E-16,1.2050171445,7.8808332691,260.6299699834,239.3700300166,9.340853171,-9999,0.92,4.1998516723,-204.2178020986,-1.33E-02,1.5172808259,0.3247619412,0,41.0026718831,-6.2223136476,14.0748904129,35.0484672246,53.4511239429,74.97,112.31,0.8938773686,1.0432629708,336.3951460067,1.0349990796,202.2653941883,1.0837281748,104.1222855351,1.0837281748,4.6580181111,1.0837281748,4.9062434646,1.1495705426,800000009,800000009,800000009,800000009,800001119,800011119,899999999,899999999,89999,89999,89,89,3,0,0,10,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,16,6000,6000,6000,6000,100,4.5996377604,3.4802496474,0.3198159369,0.9499956717,131.9368665183,0.1392527818,4.56E-04,0.303311488,2.7827354376,0.1244885473,4.91E-03,98737.6090442708,361.6485558516,366.9879435167,14.5395063819,14.7541619959,11.9830129964,97.2499767418,97.6873158849,96.8126283544,0.8746858727,3.03E-04,2.2016148159,16.9080014819,-449.7883609823,0,0,0,9999.990234375,9999.990234375,9999.990234375,38.1518346781
2018-06-30T143000_AIU-0962.ghg,06/30/2018,14:50:00,181.617,1,6000,6000,0.09,1,240.41,0,43.03,0,17.02,0,0.99,0,0.80,0,-5.1309671688,2.3912915595,-1.6233452285,5.50E-02,-8.21E-02,-3.12E-12,-1.29E-13,-1.78E-14,13.2694929429,356.8974236461,362.2228898652,0.2,0,546.6289869471,14.7021802545,14.9215597151,0.2,0,7.58E-02,1.9825476703,2.0121303738,-0.1,0,310.7455270462,310.7885856883,98259.3268209635,1.0953304997,1014.1062101078,2.63E-02,6.42E-02,1.01E-02,1445.0138403246,6478.7216299574,9.20E-03,22.3039964187,5033.7077896328,285.6243176343,-3.2011529697,-2.7495404328,0.2649836283,4.2281874663,3.66E-14,-2.35E-16,4.2281874663,9.9837672966,279.339995956,220.660004044,3.5931234726,-9999,0.28,1.9923442031,-7.7819309338,-0.3495276459,5.5874947067,0.776092332,0,16.9100226341,-2.566161174,5.8046635627,14.4544330123,22.0439223637,30.92,46.32,8.37E-02,1.0180693166,238.6299140416,1.023302853,38.6857855987,1.1121854412,15.3017982431,1.1121854412,0.8904547111,1.1121854412,0.6284886829,1.1602661778,800000009,800000009,800000009,800000009,800001019,800111019,899999999,899999999,89999,89999,89,89,1,1,1,8,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,2.1758208604,1.5418045997,0.2670629462,0.7997417759,4.7529272611,4.32E-02,1.28E-05,0.2148306595,0.4083927125,2.38E-02,6.28E-04,98727.8512903645,356.8787503651,362.2036956197,14.7013883268,14.9207923836,12.1506904348,97.3032325401,97.7415946719,96.8648623924,0.8767320397,3.03E-04,1.969885679,16.9941020931,-453.954611084,0,0,0,9999.990234375,9999.990234375,9999.990234375,37.6385856883
2018-06-30T143000_AIU-0962.ghg,06/30/2018,15:00:00,181.624,1,6000,6000,0.48,0,363.01,0,277.36,1,58.61,0,6.39,1,2.89,0,6.0426552797,-17.5512036779,1.121192794,-0.404227663,5.12E-02,-7.88E-12,-2.96E-13,-4.79E-14,13.3767913265,360.1985382259,365.1322110753,0.2,0,501.7994804999,13.5120175644,13.6970929246,0.2,0,8.13E-02,2.1303810261,2.1595610529,-0.1,0,311.4345816701,311.3943933258,98246.5871152343,1.0935524974,1013.4700733332,2.64E-02,0.4139344969,9.24E-03,1327.8657011454,6694.5745825695,8.45E-03,19.8349526884,5366.7088814242,284.3432492637,-3.0511573257,-2.0479700419,0.3638574409,3.6927137116,9.33E-15,-5.89E-16,3.6927137116,8.4273832728,286.1300575268,213.8699424732,5.6547515058,-9999,0.66,2.5276049023,-69.8061665722,-3.90E-02,1.3088329834,0.4926833476,0,30.2575103375,-4.5916939279,10.3864241672,25.8636647481,39.4437206401,55.32,82.88,0.4742465597,1.0191591152,373.2099517218,1.0230696788,251.0937824187,1.1045910811,53.0630930869,1.1045910811,5.7830251825,1.1045910811,2.3960404778,1.1550403263,800000009,800000009,800000009,800000009,800001019,800001019,899999999,899999999,89999,89999,89,89,2,0,0,0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,1.8897073584,2.8111053077,0.3543971385,1.1998140391,34.4381086089,0.4712736799,1.41E-04,0.3367461585,1.4174432972,0.1544785614,2.40E-03,98714.6831959635,360.1776603808,365.1123315367,13.5108745084,13.6963878074,10.8573112381,97.2967554855,97.7347081375,96.8587997831,0.8759074836,3.02E-04,2.1189815081,16.7772004228,-453.1213610636,0,0,0,9999.990234375,9999.990234375,9999.990234375,38.2443933258
2018-06-30T150000_AIU-0962.ghg,06/30/2018,15:10:00,181.631,1,6000,6000,0.29,1,270.61,0,43.79,1,20.39,0,1.01,1,1.03,0,-3.9077818387,-7.8962198635,-0.7324004818,-0.1817905112,-4.15E-02,7.22E-11,2.62E-12,4.17E-13,13.3016657987,358.0446615004,362.7522423567,0.2,0,482.1215140486,12.9773997417,13.1480269431,0.2,0,7.69E-02,2.010763735,2.0372013108,-0.1,0,310.9115516561,311.0030360567,98237.9726953191,1.0950550495,1013.1609528151,2.63E-02,6.53E-02,8.88E-03,1275.2154127836,6554.4329376869,8.11E-03,19.4557702384,5279.2175249033,283.7347899823,-4.3989076773,-1.7017275212,0.1400596894,4.7186737571,3.98E-14,5.43E-15,4.7186737571,9.0399221806,298.8509234888,201.1490765112,1.7009033266,-9999,0.52,1.6534867554,-44.0389681466,-6.18E-02,6.1796202879,0.4717531621,0,26.7604930947,-4.0610080698,9.1860113111,22.8744670059,34.8850054761,48.93,73.30,0.2877178337,1.0174223328,268.0463073951,1.0237601543,39.1124683601,1.1196138149,18.2145025119,1.1196138149,0.9004657595,1.1196138149,0.8171407668,1.1653728507,800000009,800000009,800000009,800000009,800001019,800001019,899999999,899999999,89999,89999,89,89,0,2,0,3,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,16,6000,6000,6000,6000,100,1.1770698732,1.838521145,0.2913824926,0.7217611856,10.2990337263,5.67E-02,2.56E-05,0.2415991672,0.4857211404,2.40E-02,8.17E-04,98707.8487845052,357.9762797307,362.6813754323,12.975977464,13.1466268391,10.2640483583,97.3353304405,97.7753696594,96.8952914696,0.8800812546,3.03E-04,1.9994171993,19.0543616938,-439.45606073,0,0,0,9999.990234375,9999.990234375,9999.990234375,37.8530360567
2018-06-30T150000_AIU-0962.ghg,06/30/2018,15:20:00,181.638,1,6000,6000,0.17,1,248.12,0,33.92,0,33.66,0,0.78,0,1.38,0,0.7947742996,7.9455647595,0.3524459,0.1829408741,2.07E-02,1.19E-11,4.47E-13,7.04E-14,13.3454329682,359.0815614292,364.0012619509,0.2,0,502.3140671246,13.5156139168,13.7007884843,0.2,0,7.91E-02,2.0703572868,2.0987228141,-0.1,0,311.0515506973,311.0826555481,98224.1774485677,1.0943971719,1013.4607751993,2.63E-02,5.06E-02,9.25E-03,1327.9161636262,6582.7365786576,8.45E-03,20.1727070157,5254.8204150315,284.3438221727,-1.8986716039,-2.8393186392,0.2688035591,3.4262135876,-5.11E-14,8.89E-16,3.4262135876,8.0042489818,263.7709148238,236.2290851762,4.4997641377,-9999,0.39,1.8072022764,-20.6634866718,-0.1316331577,7.3138347833,0.5731512302,0,24.4772449389,-3.7145163533,8.402246105,20.9227808236,31.9085609041,44.75,67.05,0.1634707515,1.0199039302,245.6337411978,1.0230950473,30.809141329,1.1011299535,30.5658687548,1.1011299535,0.709358166,1.1011299535,1.1318958406,1.1526375175,800000009,800000009,800000009,800000009,800000019,800001019,899999999,899999999,89999,89999,89,89,0,1,0,6,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,2.2325534748,1.1743192722,0.2075318058,0.705662323,16.4754186768,2.47E-02,5.32E-05,0.2214655179,0.8158598131,1.89E-02,1.13E-03,98690.3858307291,359.0610640838,363.9806850569,13.5151054029,13.700295574,10.8738618757,97.2700108312,97.7104387563,96.8295838661,0.8808551901,3.02E-04,2.0584236052,18.8922415371,-484.2849118245,0,0,0,9999.990234375,9999.990234375,9999.990234375,37.9326555481
2018-06-30T150000_AIU-0962.ghg,06/30/2018,15:30:00,181.645,1,6000,6000,0.60,1,203.53,1,172.93,1,26.58,1,3.98,1,1.12,1,2.5070048997,-11.784148495,-2.74E-03,-0.2713885799,-9.03E-03,-7.43E-11,-2.63E-12,-4.35E-13,13.3306851408,359.0734906265,363.6984251375,0.2,0,472.0992324145,12.7163996085,12.8801892419,0.2,0,7.81E-02,2.0442986552,2.0706296087,-0.1,0,311.2644117686,311.3340821431,98206.8924401041,1.0936530356,1013.0290431771,2.64E-02,0.2580720873,8.69E-03,1249.1730761747,6672.8102866734,7.95E-03,18.7203445401,5423.6372104987,283.4256073993,-3.3777422481,-2.0450835488,0.2599525714,3.957156145,1.19E-14,-5.57E-15,3.957156145,7.6310092189,288.8068247869,211.1931752131,3.7665732514,-9999,0.74,2.7041941568,-172.5313593542,-1.58E-02,1.1769465644,0.2478200004,0,33.527660754,-5.08795187,11.5089609833,28.6589401395,43.7066919831,61.30,91.84,0.5900319482,1.0185614461,210.18955966,1.0231435529,155.9963269797,1.1085576768,23.9804118799,1.1085576768,3.592590645,1.1085576768,0.9089461454,1.1575647525,800000009,800000009,800000009,800000009,800001019,800001119,899999999,899999999,89999,89999,89,89,3,3,0,3,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,1.9611554916,3.1063212823,0.3409115396,0.7603255185,21.7212160963,0.206781692,4.43E-05,0.1897184995,0.6401930173,9.59E-02,9.09E-04,98675.2495703125,359.0520816789,363.6771449044,12.7155890918,12.8795667017,9.9505463354,97.2957080205,97.7351657448,96.8562381694,0.8789180679,3.03E-04,2.032822705,18.5304359123,-467.1199614054,0,0,0,9999.990234375,9999.990234375,9999.990234375,38.1840821431
2018-06-30T153000_AIU-0962.ghg,06/30/2018,15:40:00,181.652,1,6000,6000,0.17,0,179.98,0,67.86,1,38.58,0,1.56,1,1.41,0,-1.8999896606,-6.8580999969,0.2306999419,-0.1579122516,7.54E-04,1.11E-11,3.78E-13,6.51E-14,13.3573094139,359.752519762,364.2147365377,0.2,0,454.891993065,12.2516096359,12.403573375,0.2,0,7.82E-02,2.0464732055,2.071856786,-0.1,0,311.0426457545,311.1436182938,98198.9759195149,1.0944275335,1012.766110481,2.63E-02,0.1012498056,8.38E-03,1203.4182372499,6604.4793859423,7.66E-03,18.2212429917,5401.0611486924,282.8683708046,-4.174754119,-0.8956689085,4.15E-02,4.2699549056,2.87E-14,8.32E-16,4.2699549056,8.5929761432,307.8910886426,192.1089113574,0.5565305774,-9999,0.40,1.1290426058,-29.7489407836,-9.14E-02,2.6522185742,0.4099946527,0,26.1915968433,-3.9746758688,8.9907276374,22.3881830467,34.1433917557,47.89,71.74,0.1686251418,1.0180027207,180.6430057081,1.0233339127,60.9740724909,1.1129149501,34.6640368999,1.1129149501,1.4039680205,1.1129149501,1.1681496169,1.1606913845,800000009,800000009,800000009,800000009,800001119,800001119,899999999,899999999,89999,89999,89,89,1,1,1,7,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,16,6000,6000,6000,6000,100,1.3591744596,0.7185068403,0.1804039117,0.6680737564,44.9623710198,4.72E-02,6.55E-05,0.1629764974,0.9244814726,3.74E-02,1.17E-03,98667.8329062499,359.7006629239,364.1628774864,12.2507739374,12.4027671103,9.4007215905,97.3433370488,97.7843040937,96.9023750598,0.8819316731,3.03E-04,2.032123688,18.4772677445,-483.2850118001,0,0,0,9999.990234375,9999.990234375,9999.990234375,37.9936182938
2018-06-30T153000_AIU-0962.ghg,06/30/2018,15:50:00,181.659,1,6000,6000,0.22,1,264.78,0,111.04,1,9.55,0,2.56,1,0.48,0,-3.5748197208,18.5094473914,-1.04035116,0.4260422157,-2.83E-02,-4.29E-11,-1.62E-12,-2.43E-13,13.2550043292,356.693531355,361.5763742499,0.2,0,501.8308384907,13.5043195369,13.6891826334,1.7,0,7.52E-02,1.9649147028,1.991812779,-0.1,0,310.9458445435,310.785696111,98186.1275266927,1.0950232311,1013.443840491,2.63E-02,0.1656175386,9.25E-03,1326.2925087327,6477.7066570486,8.44E-03,20.4747232153,5151.4141483158,284.325378925,-4.6908065832,-2.3011758222,0.2280366487,5.2298257408,1.55E-14,-3.24E-15,5.2298257408,10.3972942252,293.8687491629,206.1312508371,2.4990662866,-9999,0.45,2.2102212071,-29.026637974,-9.37E-02,2.3845626136,0.5340725542,0,25.5181204116,-3.872473222,8.7595449721,21.8125055223,33.2654472079,46.66,69.90,0.2148897434,1.0170043763,266.1822186608,1.0244115519,98.5299329184,1.1269481918,8.4748631993,1.1269481918,2.2679181093,1.1269481918,0.3368498565,1.1708991573,800000009,800000009,800000009,800000009,800001019,800011119,899999999,899999999,89999,89999,89,89,5,2,0,8,28,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,3.3057855021,0.8696602841,0.2449966282,0.7904982054,2.6846425419,0.4827772738,8.29E-06,0.2398590009,0.2260788909,6.05E-02,3.37E-04,98656.3122428385,356.6564425483,361.5371551416,13.5031716029,13.6884851228,10.8336309918,97.3337476362,97.7758599103,96.8916381671,0.884226174,3.04E-04,1.9528770555,18.4956434533,-635.6031155192,0,0,0,9999.990234375,9999.990234375,9999.990234375,37.635696111
2018-06-30T153000_AIU-0962.ghg,06/30/2018,16:00:00,181.666,1,6000,6000,0.16,1,204.08,0,41.91,0,14.85,0,0.96,0,0.78,0,1.5550065522,2.0830447827,0.2389240007,4.80E-02,1.19E-02,1.41E-11,5.39E-13,8.12E-14,13.2862080333,357.3965269462,362.340818263,0.2,0,507.2680519483,13.6454163251,13.8341896018,0.2,0,7.64E-02,1.9991957774,2.0268530308,-0.1,0,311.1865331739,310.9414895473,98168.6540121799,1.0942211243,1013.5273268487,2.63E-02,6.25E-02,9.34E-03,1339.9114747604,6532.6261730518,8.53E-03,20.5110691974,5192.7146982914,284.479466204,-4.1966771609,-2.9919111265,0.3669824811,5.1670404994,3.45E-14,1.06E-15,5.1670404994,11.880579627,284.5140244136,215.4859755864,4.072788899,-9999,0.38,2.5120028905,-22.7759489733,-0.1194242226,4.8697906966,0.4870661844,0,18.6711133583,-2.8334134857,6.4091890195,15.9597868756,24.3396819874,34.14,51.14,0.1535706318,1.0170441456,202.5987938155,1.0243237471,37.217009342,1.1260254576,13.1852035292,1.1260254576,0.8567757576,1.1260254576,0.6166670131,1.1702117436,800000009,800000009,800000009,800000009,800001019,800101019,899999999,899999999,89999,89999,89,89,0,0,0,8,21,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,100,3.2126917301,1.4286796804,0.3826343705,0.6286178019,13.821061993,3.42E-02,2.93E-05,0.1826822273,0.3520231631,2.29E-02,6.17E-04,98638.500782552,357.3617479261,362.3047088247,13.6447207235,13.8335130377,11.0093576307,97.2924815598,97.7351980998,96.8497652448,0.8854338799,3.03E-04,1.9872428069,18.5761949608,-732.9267178955,0,2.81E-06,0,9999.990234375,9999.990234375,9999.990234375,37.7914895473
2018-06-30T160000_AIU-0962.ghg,06/30/2018,16:10:00,181.673,1,6000,6000,0.23,1,250.71,0,46.09,0,36.07,0,1.06,0,1.74,0,-1.9294708597,3.7920841557,0.2561953498,8.73E-02,1.36E-02,-2.87E-11,-1.11E-12,-1.68E-13,13.3181453154,358.1499759131,363.1992088203,0.2,0,516.9628477961,13.902103266,14.0980964588,0.2,0,7.80E-02,2.0383907315,2.0671281607,-0.1,0,311.1686628265,310.7482795825,98155.1562235124,1.094644111,1013.662191699,2.63E-02,6.87E-02,9.52E-03,1364.92914752,6464.5764009647,8.69E-03,21.1139765835,5099.6472534447,284.7589624948,-4.0388084266,-2.969787434,0.3162275682,5.023107682,6.60E-15,-2.15E-15,5.023107682,10.2272191686,283.6724801822,216.3275198178,3.6094178496,-9999,0.46,2.0277870832,-33.2598348253,-8.18E-02,5.4396164353,0.4921814591,0,24.950592791,-3.786348716,8.5647311051,21.3273914481,32.5256176359,45.62,68.34,0.226811973,1.0171466877,248.6455743195,1.0241300931,41.0003836313,1.1241481632,32.0840096212,1.1241481632,0.9436938581,1.1241481632,1.4308250466,1.1686456921,800000009,800000009,800000009,800000009,800001019,800001119,899999999,899999999,89999,89999,89,89,2,1,1,6,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,16,6000,6000,6000,6000,100,2.517399367,1.2644960434,0.2736787559,0.731913472,16.0061227052,1.29E-02,4.75E-05,0.2240859051,0.856398469,2.52E-02,1.43E-03,98623.9128743489,358.1310506721,363.1802694404,13.901511005,14.0975051219,11.2886816758,97.2968528646,97.7405148977,96.8531892293,0.8873303975,3.03E-04,2.0257951229,18.7626806876,-721.2612176107,0,2.30E-06,0,9999.990234375,9999.990234375,9999.990234375,37.5982795825
